"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Tajikistan","TJK","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.5","40","44.1","48","52.15","56","59.65","62.6","65.3","67.7","69.9","71.9","73.4","74.85","76.5","77.3","78.7","79.7","80.9","81.6","82.4","",
"Turkmenistan","TKM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.4","99.5","99.6","99.6","99.65","99.7","99.8","99.8","99.8","99.8","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.3075416946725","81.0133972442669","81.700291291847","82.2699134576001","82.8300457106569","83.3902844077234","83.862002325297","84.3232898091403","84.7870233731501","85.177646651137","85.5781727142964","85.9127695906773","86.264048488681","86.6334195334626","86.9770227934202","87.285100082352","87.6838968961936","87.8921538540262","88.1537305856748","88.3794780383597","88.6205619426855","",
"Timor-Leste","TLS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","1.6","1.8","2","2.19999999999999","2.4","2.79999999999999","3.1","3.6","4.09999999999999","4.69999999999999","5.29999999999999","5.99999999999999","6.79999999999999","7.70000000000001","8.5","9.5","10.3","11.5","12.5","13.6","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.7492613678689","88.0725548343055","89.3453743545437","90.4697871885386","91.4249864450557","92.2491366855172","92.9723493262133","93.5463349402343","93.9677180506202","94.372365970865","94.6268615108745","94.8938149634422","95.0004224951176","95.0848469113848","95.2028547118031","95.2525927283111","95.2951431120646","95.3663922764208","95.3068776397147","95.2884522049901","95.2219942454076","",
"Tonga","TON","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9","38.05","40.5","42.8","45.8","47.9","50.7","53.1","55.2","57.6","59.8","62.1","64.6","67","69.5","72.1","75.1","77.1","79.75","82.1","84.1","",
"South Asia (IDA & IBRD)","TSA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.591060659903","21.547760293506","22.7072337296717","23.7972365994036","25.0326763124514","26.2272901860343","27.1780486578199","28.2311528687225","29.6011544385557","31.3695796628828","32.7763428009875","34.4198228249658","36.5077271581421","38.3318360732766","41.054144709837","43.8807559680183","46.5477737635545","50.165401869309","53.475885538568","56.8753309576933","60.20350315072","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.97134765293982","9.22723369888387","9.46351094945857","9.74498583490459","10.0159900281108","10.3305927418065","10.7129048241997","11.0877245505238","11.4196166381011","11.7992075565679","12.1643271995096","12.5782067273883","12.9869698593055","13.4053314069666","13.874534821596","14.4084703233803","15.0253445953826","15.6084839135339","16.2504829671489","16.9970436164936","17.6399999254062","",
"Trinidad and Tobago","TTO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Tunisia","TUN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.2","95.1","96.1","96.8","97.4","97.9","98.4","98.7","99","99.2","99.4","99.5","99.6","99.7","99.7","99.7","99.8","99.8","99.8","99.8","99.8","",
"Turkiye","TUR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.1","90.8","91.3","91.7","92.3","92.8","93.1","93.4","93.7","93.9","94.2","94.3","94.5","94.7","94.8","94.9","95.1","95.2","95.2","95.2","95.2","",
"Tuvalu","TUV","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.1","17.75","19.8","22.4","25.3","28.2","31.4","35.8","40.9","44.65","48.55","52.9","56.6","59.5","62.4","64.2","65.5","67.55","68.9","69.8","70.6","",
"Tanzania","TZA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.600000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.800000000000001","0.800000000000001","0.900000000000001","1","1.1","1.2","1.4","1.7","1.9","2.2","2.5","2.9","3.3","3.6","3.9","4.3","4.5","",
"Uganda","UGA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.800000000000001","0.800000000000001","0.800000000000001","0.800000000000001","0.900000000000001","0.800000000000001","0.800000000000001","0.800000000000001","0.800000000000001","0.800000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.600000000000001","0.600000000000001","0.5","0.5","",
"Ukraine","UKR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.65","92","92.3","92.7","92.9","93.2","93.6","93.9","94","94.2","94.3","94.6","94.7","94.8","94.8","94.9","94.9","94.9","95","94.9","94.9","",
"Upper middle income","UMC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.2939479727206","58.8589609219048","59.7199606553002","60.2542386045743","61.4732977648948","62.6250415510238","63.7262394888494","64.991036079608","66.2396077499643","67.8650507298204","69.2823974502273","70.8331084076745","72.5507511420544","74.1524959043538","75.8963730370709","77.3734799422591","78.7695945404221","80.2986078351704","81.7346739536444","82.9196303918771","83.9824386352219","",
"Uruguay","URY","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"United States","USA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Uzbekistan","UZB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.6","83.9","84.2","84.5","84.6","85","85.3","85.3","85.7","85.6","85.8","85.6","85.8","85.5","85.5","85.35","85.2","84.9","84.3","84.6","84.25","",
"St. Vincent and the Grenadines","VCT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.6","95.6","95.6","95.8","95.6","95.6","95.7","95.8","95.75","95.7","95.6","95.7","95.55","95.6","95.35","95.2","95.3","94.9","94.7","94.5","94.2","",
"Venezuela, RB","VEN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","97","97","96.8","96.7","96.8","96.8","96.7","96.8","96.8","96.9","96.9","97","97","97.2","97.1","97","97","97.25","97","97","",
"British Virgin Islands","VGB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","17.2","20.6","24.4","28.2","31.8","35.6","39.4","42.75","45.8","48.7","51.6","53.9","56.2","58.3","59.6","61","62.3","63.3","64.4","65.3","",
"Vanuatu","VUT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9","15.7","15.5","15.35","15.1","14.7","14.5","13.9","13.5","12.9","12.3","11.5","11","10.6","10","9.5","8.8","8.4","8.3","8","7.6","",
"World","WLD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.386911202714","49.8015565650654","50.3645029255777","50.8127349472587","51.5619092301427","52.3015995271876","53.0287739775726","53.8499481465559","54.7818588447101","55.9391864853383","56.9335586932959","58.0037654841415","59.2233631128603","60.3192742269197","61.6980981442135","62.9763459113715","64.2084464173381","65.6789211457952","67.0510549892321","68.3587758766612","69.5701114809215","",
"Samoa","WSM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6","19.4","19.9","20.8","21.5","22.3","23.2","24","25.1","25.9","26.8","27.8","28.6","29.5","30.4","31.4","32.4","33.6","34.6","35.3","36.5","",
"Kosovo","XKX","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.7","56.1","56.7","57.15","57.4","57.9","58.2","58.7","59","59.5","59.7","60","60","60.3","60.8","61.1","61.2","61.35","61.5","61.3","61.5","",
"South Africa","ZAF","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.9","57.8","60","62.1","64.4","66.8","69","71.4","73.5","75.4","77.1","78.8","80.2","81.5","82.65","83.4","84.4","85.2","85.7","86.3","86.8","",
"Zambia","ZMB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8","14.2","14.6","15.1","15.3","15.7","15.9","16.1","16.2","16.3","16.2","15.9","15.5","15.1","14.6","14","13.4","12.5","11.9","11.2","10.4","",
"Zimbabwe","ZWE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.5","33.6","33.5","32.8","32.2","31.7","31.4","31","30.5","30.5","30.15","30.1","29.8","29.8","29.5","29.5","29.8","29.8","29.9","30.1","30.4","",
